id,name,city,country,iata,icao,latitude,longitude,altitude,offset,dst,timezone
228,Zenata ? Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.01670074,-1.450000048,814,1,N,Africa/Algiers
229,Es Senia Airport,Oran,Algeria,ORN,DAOO,35.62390137,-0.621182978,295,1,N,Africa/Algiers
230,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,\N,DAOS,35.17179871,-0.593275011,1614,1,N,Africa/Algiers
231,Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.20769882,0.147141993,1686,1,N,Africa/Algiers
232,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.83760071,-0.186414003,919,1,N,Africa/Algiers
233,Biskra Airport,Biskra,Algeria,BSK,DAUB,34.79330063,5.738230228,289,1,N,Africa/Algiers
234,El Golea Airport,El Golea,Algeria,ELG,DAUE,30.57130051,2.859590054,1306,1,N,Africa/Algiers
235,Noum?rat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410187,3.79411006,1512,1,N,Africa/Algiers
236,Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.67300034,6.140439987,463,1,N,Africa/Algiers
237,In Salah Airport,In Salah,Algeria,INZ,DAUI,27.25099945,2.512020111,896,1,N,Africa/Algiers
238,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.06779861,6.088669777,279,1,N,Africa/Algiers
239,Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.76440048,2.928339958,2510,1,N,Africa/Algiers
240,Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006,0.276033014,1027,1,N,Africa/Algiers
241,Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.91720009,5.412779808,492,1,N,Africa/Algiers
242,In Am?nas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.05150032,9.642910004,1847,1,N,Africa/Algiers
243,Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186,2.384350061,19,1,N,Africa/Porto-Novo
244,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.35319996,-1.512420058,1037,0,N,Africa/Ouagadougou
245,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.16009998,-4.33096981,1511,0,N,Africa/Ouagadougou
246,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.6051898,-0.166786,205,0,N,Africa/Accra
247,Tamale Airport,Tamale,Ghana,TML,DGLE,9.557189941,-0.863214016,553,0,N,Africa/Accra
248,Wa Airport,Wa,Ghana,\N,DGLW,10.08269978,-2.507689953,1060,0,N,Africa/Accra
249,Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.361830235,-2.328759909,1014,0,N,Africa/Accra
250,Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.89605999,-1.774760008,21,0,N,Africa/Accra
251,Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209,-3.926290035,21,0,N,Africa/Abidjan
252,Bouak? Airport,Bouake,Cote d'Ivoire,BYK,DIBK,7.738800049,-5.07366991,1230,0,N,Africa/Abidjan
253,Daloa Airport,Daloa,Cote d'Ivoire,DJO,DIDL,6.792809963,-6.473189831,823,0,N,Africa/Abidjan
254,Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,9.387180328,-5.556660175,1214,0,N,Africa/Abidjan
255,Man Airport,Man,Cote d'Ivoire,MJC,DIMN,7.272069931,-7.587359905,1089,0,N,Africa/Abidjan
256,San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,4.746719837,-6.660820007,26,0,N,Africa/Abidjan
257,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.903170109,-5.365580082,699,0,N,Africa/Abidjan
258,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161,7.263169765,1123,1,N,Africa/Lagos
259,Akure Airport,Akure,Nigeria,AKR,DNAK,7.246739864,5.301010132,1100,1,N,Africa/Lagos
260,Benin Airport,Benin,Nigeria,BNI,DNBE,6.316979885,5.599500179,258,1,N,Africa/Lagos
261,Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.976019859,8.347200394,210,1,N,Africa/Lagos
262,Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.474269867,7.56196022,466,1,N,Africa/Lagos
263,Gusau Airport,Gusau,Nigeria,QUS,DNGU,12.17169952,6.696109772,1520,1,N,Africa/Lagos
264,Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.362460136,3.978329897,725,1,N,Africa/Lagos
265,Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.440210342,4.493919849,1126,1,N,Africa/Lagos
266,Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.639829636,8.869050026,4232,1,N,Africa/Lagos
267,Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.6960001,7.320109844,2073,1,N,Africa/Lagos
268,Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.04759979,8.524620056,1562,1,N,Africa/Lagos
269,Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,11.85529995,13.08090019,1099,1,N,Africa/Lagos
270,Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,7.703879833,8.613940239,371,1,N,Africa/Lagos
271,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.577370167,3.321160078,135,1,N,Africa/Lagos
272,Minna Airport,Minna,Nigeria,MXJ,DNMN,9.652170181,6.462259769,834,1,N,Africa/Lagos
273,Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.015490055,6.949590206,87,1,N,Africa/Lagos
274,Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.91629982,5.207190037,1010,1,N,Africa/Lagos
275,Yola Airport,Yola,Nigeria,YOL,DNYO,9.25755024,12.43039989,599,1,N,Africa/Lagos
276,Zaria Airport,Zaria,Nigeria,ZAR,DNZA,11.13020039,7.685810089,2170,1,N,Africa/Lagos
277,Maradi Airport,Maradi,Niger,MFQ,DRRM,13.50249958,7.126749992,1240,1,N,Africa/Niamey
278,Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.48149967,2.183609962,732,1,N,Africa/Niamey
279,Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.8757,5.265359879,1266,1,N,Africa/Niamey
280,Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.9659996,8.000109673,1657,1,N,Africa/Niamey
281,Dirkou Airport,Dirkou,Niger,\N,DRZD,18.96870041,12.86870003,1273,1,N,Africa/Niamey
282,Diffa Airport,Diffa,Niger,\N,DRZF,13.37290001,12.6267004,994,1,N,Africa/Niamey
283,Zinder Airport,Zinder,Niger,ZND,DRZR,13.77900028,8.98375988,1516,1,N,Africa/Niamey
284,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.7580986,10.75469971,9,1,E,Africa/Tunis
285,Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.85100174,10.22719955,22,1,E,Africa/Tunis
286,Sidi Ahmed Air Base,Bizerte,Tunisia,\N,DTTB,37.24539948,9.791449547,20,1,E,Africa/Tunis
287,Remada Air Base,Remada,Tunisia,\N,DTTD,32.30619812,10.38210011,1004,1,E,Africa/Tunis
288,Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,34.42200089,8.822500229,1060,1,E,Africa/Tunis
289,Gab?s Matmata International Airport,Gabes,Tunisia,GAE,DTTG,33.87689972,10.10330009,26,1,E,Africa/Tunis
290,Borj El Amri Airport,Bordj El Amri,Tunisia,\N,DTTI,36.72129822,9.943149567,110,1,E,Africa/Tunis
291,Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.7755003,19,1,E,Africa/Tunis
292,El Borma Airport,El Borma,Tunisia,EBM,DTTR,31.70429993,9.254619598,827,1,E,Africa/Tunis
293,Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.7179985,10.69099998,85,1,E,Africa/Tunis
294,Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.93970108,8.110560417,287,1,E,Africa/Tunis
295,Niamtougou International Airport,Niatougou,Togo,LRL,DXNG,9.76733017,1.091249943,1515,0,N,Africa/Lome
296,Lom?-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609837,1.254510045,72,0,N,Africa/Lome
297,Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.18939972,4.460279942,39,1,E,Europe/Brussels
298,Beauvechain Air Base,Beauvechain,Belgium,\N,EBBE,50.75859833,4.768330097,370,1,E,Europe/Brussels
299,Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,EBBL,51.168301,5.47,200,1,E,Europe/Brussels
300,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.90140152,4.48443985,184,1,E,Europe/Brussels
301,Jehonville Air Base,Bertrix,Belgium,\N,EBBX,49.89170074,5.223889828,1514,1,E,Europe/Brussels
302,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.45920181,4.453820229,614,1,E,Europe/Brussels
303,Chi?vres Air Base,Chievres,Belgium,\N,EBCV,50.57580185,3.83100009,194,1,E,Europe/Brussels
304,Koksijde Air Base,Koksijde,Belgium,\N,EBFN,51.09030151,2.652780056,20,1,E,Europe/Brussels
305,Florennes Air Base,Florennes,Belgium,\N,EBFS,50.24330139,4.645830154,935,1,E,Europe/Brussels
306,Wevelgem Airport,Kortrijk-vevelgem,Belgium,QKT,EBKT,50.81719971,3.20472002,64,1,E,Europe/Brussels
307,Li?ge Airport,Liege,Belgium,LGG,EBLG,50.63740158,5.443220139,659,1,E,Europe/Brussels
308,Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.19889832,2.862220049,13,1,E,Europe/Brussels
309,Zutendaal Air Base,Zutendaal,Belgium,\N,EBSL,50.94749832,5.590559959,312,1,E,Europe/Brussels
310,Limburg Regional Airport,Sint-truiden,Belgium,\N,EBST,50.79190063,5.20167017,246,1,E,Europe/Brussels
311,Saint Hubert Air Base,St.-hubert,Belgium,\N,EBSU,50.03440094,5.440810204,1930,1,E,Europe/Brussels
312,Ursel Air Base,Ursel,Belgium,\N,EBUL,51.14419937,3.47555995,95,1,E,Europe/Brussels
313,Weelde Air Base,Weelde,Belgium,\N,EBWE,51.39479828,4.960189819,105,1,E,Europe/Brussels
314,Oostmalle Air Base,Zoersel,Belgium,\N,EBZR,51.264702,4.75333,53,1,E,Europe/Brussels
315,Bautzen Airport,Bautzen,Germany,\N,EDAB,51.19361115,14.51972198,568,1,E,Europe/Berlin
316,Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.98194504,12.50638866,640,1,E,Europe/Berlin
317,Dessau Airport,Dessau,Germany,\N,EDAD,51.83169354,12.19096184,187,1,E,Europe/Berlin
318,Eisenh?ttenstadt Airport,Eisenhuettenstadt,Germany,\N,EDAE,52.195856,14.58753,144,1,E,Europe/Berlin
319,Gro©¬enhain Airport,Suhl,Germany,\N,EDAK,51.30805588,13.5555563,417,1,E,Europe/Berlin
320,Merseburg Airport,Muehlhausen,Germany,\N,EDAM,51.3630556,11.9408333,341,1,E,Europe/Berlin
321,Halle-Oppin Airport,Halle,Germany,\N,EDAQ,51.552223,12.053889,348,1,E,Europe/Berlin
322,Riesa-G?hlis Airport,Riesa,Germany,\N,EDAU,51.29360962,13.35611057,322,1,E,Europe/Berlin
323,Rechlin-L?rz Airport,Rechlin-laerz,Germany,\N,EDAX,53.30638886,12.75222206,220,1,E,Europe/Berlin
324,Strausberg Airport,Strausberg,Germany,\N,EDAY,52.58055496,13.91666698,262,1,E,Europe/Berlin
325,Sch?nhagen Airport,Schoenhagen,Germany,\N,EDAZ,52.20360947,13.15638924,131,1,E,Europe/Berlin
326,Barth Airport,Barth,Germany,BBH,EDBH,54.338253,12.710515,23,1,E,Europe/Berlin
327,Jena-Sch?ngleina Airport,Jena,Germany,\N,EDBJ,50.91527939,11.71444416,1247,1,E,Europe/Berlin
328,Kyritz Airport,Kyritz,Germany,\N,EDBK,52.91888809,12.42527771,131,1,E,Europe/Berlin
329,"Magdeburg \City\"" Airport""",Magdeburg,Germany,\N,EDBM,52.073612,11.626389,259,1,E,Europe/Berlin
330,Rothenburg/G?rlitz Airport,Rothenburg/ol,Germany,\N,EDBR,51.36333466,14.94999981,518,1,E,Europe/Berlin
331,Anklam Airport,Anklam,Germany,\N,EDCA,53.83277893,13.66861057,16,1,E,Europe/Berlin
332,Cottbus-Drewitz Airport,Cottbus,Germany,\N,EDCD,51.889442,14.531944,272,1,E,Europe/Berlin
333,Kamenz Airport,Kamenz,Germany,\N,EDCM,51.29694366,14.12749958,495,1,E,Europe/Berlin
334,Berlin-Sch?nefeld International Airport,Berlin,Germany,SXF,EDDB,52.38000107,13.52250004,157,1,E,Europe/Berlin
335,Dresden Airport,Dresden,Germany,DRS,EDDC,51.13280106,13.76720047,755,1,E,Europe/Berlin
336,Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.97980118,10.95810032,1036,1,E,Europe/Berlin
337,Frankfurt am Main International Airport,Frankfurt,Germany,FRA,EDDF,50.0333333,8.5705556,364,1,E,Europe/Berlin
338,M?nster Osnabr?ck Airport,Munster,Germany,FMO,EDDG,52.13460159,7.684830189,160,1,E,Europe/Berlin
339,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.63040161,9.988229752,53,1,E,Europe/Berlin
340,Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,52.47299957,13.40390015,167,1,E,Europe/Berlin
341,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.86589813,7.142739773,302,1,E,Europe/Berlin
342,D?sseldorf International Airport,Duesseldorf,Germany,DUS,EDDL,51.28950119,6.7667799,147,1,E,Europe/Berlin
343,Munich International Airport,Munich,Germany,MUC,EDDM,48.35380173,11.78610039,1487,1,E,Europe/Berlin
344,Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.0780556,1046,1,E,Europe/Berlin
345,Leipzig Halle Airport,Leipzig,Germany,LEJ,EDDP,51.4238889,12.2363889,465,1,E,Europe/Berlin
346,Saarbr?cken Airport,Saarbruecken,Germany,SCN,EDDR,49.21459961,7.109509945,1058,1,E,Europe/Berlin
347,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.68989944,9.221960068,1276,1,E,Europe/Berlin
348,Berlin-Tegel International Airport,Berlin,Germany,TXL,EDDT,52.55970001,13.2876997,122,1,E,Europe/Berlin
349,Hannover Airport,Hannover,Germany,HAJ,EDDV,52.46110153,9.685079575,183,1,E,Europe/Berlin
350,Bremen Airport,Bremen,Germany,BRE,EDDW,53.04750061,8.786669731,14,1,E,Europe/Berlin
351,Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,49.95999908,8.645833015,384,1,E,Europe/Berlin
352,Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.94869995,7.26388979,1649,1,E,Europe/Berlin
353,Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.47305679,8.514166832,308,1,E,Europe/Berlin
354,Allendorf/Eder Airport,Allendorf,Germany,\N,EDFQ,51.03499985,8.680832863,1158,1,E,Europe/Berlin
355,Worms Airport,Worms,Germany,\N,EDFV,49.606945,8.368333,295,1,E,Europe/Berlin
356,Mainz-Finthen Airport,Mainz,Germany,\N,EDFZ,49.967499,8.147222,525,1,E,Europe/Berlin
357,Eisenach-Kindel Airport,Eisenach,Germany,\N,EDGE,50.991604,10.47973,1112,1,E,Europe/Berlin
358,Siegerland Airport,Siegerland,Germany,\N,EDGS,50.70769882,8.082969666,1966,1,E,Europe/Berlin
359,Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.53527832,9.83555603,23,1,E,Europe/Berlin
360,Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,54.37944412,10.14527798,102,1,E,Europe/Berlin
361,L?beck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.80540085,10.71920013,53,1,E,Europe/Berlin
362,Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,50.40555573,6.528889179,1896,1,E,Europe/Berlin
363,Meinerzhagen Airport,Meinerzhagen,Germany,\N,EDKZ,51.09999847,7.599999905,1549,1,E,Europe/Berlin
364,Arnsberg-Menden Airport,Arnsberg,Germany,ZCA,EDLA,51.48389053,7.898333073,794,1,E,Europe/Berlin
365,Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.40230179,6.937329769,424,1,E,Europe/Berlin
366,Bielefeld Airport,Bielefeld,Germany,\N,EDLI,51.96472168,8.544444084,433,1,E,Europe/Berlin
367,M?nchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,51.23027802,6.504444122,125,1,E,Europe/Berlin
368,Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.61410141,8.616319656,699,1,E,Europe/Berlin
369,Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,51.99583435,6.840556145,157,1,E,Europe/Berlin
370,Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.5182991,7.612239838,425,1,E,Europe/Berlin
371,Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278,10.931667,1516,1,E,Europe/Berlin
372,Biberach a.d. Ri©¬ Airport,Biberach,Germany,\N,EDMB,48.11111069,9.762778282,1903,1,E,Europe/Berlin
373,Eggenfelden Airport,Eggenfelden,Germany,\N,EDME,48.39611053,12.72361088,1342,1,E,Europe/Berlin
374,Mindelheim-Mattsies Airport,Mindelheim,Germany,\N,EDMN,48.10694504,10.52499962,1857,1,E,Europe/Berlin
375,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.08140182,11.28310013,1947,1,E,Europe/Berlin
376,Straubing Airport,Straubing,Germany,RBM,EDMS,48.90083313,12.51666737,1047,1,E,Europe/Berlin
377,Vilshofen Airport,Vilshofen,Germany,\N,EDMV,48.63499832,13.19555569,991,1,E,Europe/Berlin
378,Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,EDNL,47.85889053,10.01416683,2100,1,E,Europe/Berlin
379,Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.67129898,9.511489868,1367,1,E,Europe/Berlin
380,Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,53.426998,11.7834,166,1,E,Europe/Berlin
381,Stendal-Borstel Airport,Stendal,Germany,ZSN,EDOV,52.62888718,11.81861115,184,1,E,Europe/Berlin
382,Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,\N,EDPA,48.77777863,10.26472187,1916,1,E,Europe/Berlin
383,Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.98500061,11.64000034,1601,1,E,Europe/Berlin
384,Burg Feuerstein Airport,Burg Feuerstein,Germany,\N,EDQE,49.79416656,11.13361073,1673,1,E,Europe/Berlin
385,Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,50.28861237,11.85638905,1959,1,E,Europe/Berlin
386,Ha©¬furt-Schweinfurt Airport,Hassfurt,Germany,\N,EDQT,50.01805496,10.52944374,719,1,E,Europe/Berlin
387,Koblenz-Winningen Airport,Koblenz,Germany,ZNV,EDRK,50.32555771,7.528611183,640,1,E,Europe/Berlin
388,Trier-F?hren Airport,Trier,Germany,ZQF,EDRT,49.86388779,6.787499905,666,1,E,Europe/Berlin
389,Speyer Airport,Speyer,Germany,ZQC,EDRY,49.30472183,8.451389313,312,1,E,Europe/Berlin
390,Zweibr?cken Airport,Zweibruecken,Germany,ZQW,EDRZ,49.20940018,7.400559902,1132,1,E,Europe/Berlin
391,Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,47.97333145,8.522221565,2231,1,E,Europe/Berlin
392,Freiburg i. Br. Airport,Freiburg,Germany,\N,EDTF,48.02277756,7.832499981,801,1,E,Europe/Berlin
393,Mengen-Hohentengen Airport,Mengen,Germany,\N,EDTM,48.05389023,9.372777939,1818,1,E,Europe/Berlin
394,Adolf W?rth Airport,Schwaebisch Hall,Germany,\N,EDTY,49.11833191,9.783888817,1299,1,E,Europe/Berlin
395,Finsterwalde/Schacksdorf Airport,Soest,Germany,\N,EDUS,51.607498,13.743611,384,1,E,Europe/Berlin
396,Braunschweig Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,52.319199,10.5561,295,1,E,Europe/Berlin
397,Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417273,9.384967,820,1,E,Europe/Berlin
398,Hildesheim Airport,Hildesheim,Germany,\N,EDVM,52.18138885,9.946389198,292,1,E,Europe/Berlin
399,Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,53.506943,8.572778,10,1,E,Europe/Berlin
400,Emden Airport,Emden,Germany,EME,EDWE,53.39110947,7.227499962,3,1,E,Europe/Berlin
401,Leer-Papenburg Airport,Leer,Germany,\N,EDWF,53.27194214,7.44166708,3,1,E,Europe/Berlin
402,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,53.50222015,8.052222252,16,1,E,Europe/Berlin
403,Borkum Airport,Borkum,Germany,BMK,EDWR,53.59638977,6.709167004,3,1,E,Europe/Berlin
404,Norderney Airport,Norderney,Germany,NRD,EDWY,53.70694351,7.230000019,7,1,E,Europe/Berlin
405,Flensburg-Sch?ferhaus Airport,Flensburg,Germany,FLF,EDXF,54.7733345,9.378889084,131,1,E,Europe/Berlin
406,Rendsburg-Schachtholm Airport,Rendsburg,Germany,\N,EDXR,54.22000122,9.599444389,23,1,E,Europe/Berlin
407,Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,54.91320038,8.340470314,51,1,E,Europe/Berlin
408,?mari Air Base,Armari Air Force Base,Estonia,\N,EEEI,59.26029968,24.20849991,65,2,E,Europe/Tallinn
409,K?rdla Airport,Kardla,Estonia,KDL,EEKA,58.99079895,22.83069992,18,2,E,Europe/Tallinn
410,Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.22990036,22.5095005,14,2,E,Europe/Tallinn
411,P?rnu Airport,Parnu,Estonia,EPU,EEPU,58.41899872,24.4727993,47,2,E,Europe/Tallinn
412,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.41329956,24.83279991,131,2,E,Europe/Tallinn
413,Tartu Airport,Tartu,Estonia,TAY,EETU,58.30749893,26.69039917,219,2,E,Europe/Tallinn
414,Enontekio Airport,Enontekio,Finland,ENF,EFET,68.36260223,23.42429924,1005,2,E,Europe/Helsinki
415,Eura Airport,Eura,Finland,\N,EFEU,61.11610031,22.20140076,259,2,E,Europe/Helsinki
416,Halli Airport,Halli,Finland,KEV,EFHA,61.856039,24.786686,479,2,E,Europe/Helsinki
417,Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,60.25460052,25.0428009,57,2,E,Europe/Helsinki
418,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.31719971,24.9633007,179,2,E,Europe/Helsinki
419,Hameenkyro Airport,Hameenkyro,Finland,\N,EFHM,61.68970108,23.07369995,449,2,E,Europe/Helsinki
420,Hanko Airport,Hanko,Finland,\N,EFHN,59.84889984,23.08359909,20,2,E,Europe/Helsinki
421,Hyvink?? Airfield,Hyvinkaa,Finland,HYV,EFHV,60.65439987,24.8810997,430,2,E,Europe/Helsinki
422,Kiikala Airport,Kikala,Finland,\N,EFIK,60.46250153,23.65250015,381,2,E,Europe/Helsinki
423,Immola Airport,Immola,Finland,\N,EFIM,61.24919891,28.90369987,338,2,E,Europe/Helsinki
424,Kitee Airport,Kitee,Finland,\N,EFIT,62.1661,30.073601,364,2,E,Europe/Helsinki
425,Ivalo Airport,Ivalo,Finland,IVL,EFIV,68.6072998,27.40530014,481,2,E,Europe/Helsinki
426,Joensuu Airport,Joensuu,Finland,JOE,EFJO,62.66289902,29.60750008,398,2,E,Europe/Helsinki
427,Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,62.3995018,25.67830086,459,2,E,Europe/Helsinki
428,Kauhava Airport,Kauhava,Finland,KAU,EFKA,63.127102,23.051399,151,2,E,Europe/Helsinki
429,Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,65.77870178,24.58209991,61,2,E,Europe/Helsinki
430,Kajaani Airport,Kajaani,Finland,KAJ,EFKI,64.28549957,27.69239998,483,2,E,Europe/Helsinki
431,Kauhajoki Airport,Kauhajoki,Finland,\N,EFKJ,62.46250153,22.39310074,407,2,E,Europe/Helsinki
432,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,63.72119904,23.14310074,84,2,E,Europe/Helsinki
433,Kemijarvi Airport,Kemijarvi,Finland,\N,EFKM,66.712898,27.156799,692,2,E,Europe/Helsinki
434,Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.98760223,29.23940086,866,2,E,Europe/Helsinki
435,Kittil? Airport,Kittila,Finland,KTT,EFKT,67.7009964,24.84679985,644,2,E,Europe/Helsinki
436,Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.00709915,27.79780006,323,2,E,Europe/Helsinki
437,Lahti Vesivehmaa Airport,Vesivehmaa,Finland,\N,EFLA,61.144199,25.693501,502,2,E,Europe/Helsinki
438,Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.044601,28.144743,349,2,E,Europe/Helsinki
439,Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,60.12220001,19.89819908,17,2,E,Europe/Mariehamn
440,Menkijarvi Airport,Menkijarvi,Finland,\N,EFME,62.94670105,23.51889992,331,2,E,Europe/Helsinki
441,Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,61.6866,27.201799,329,2,E,Europe/Helsinki
442,Nummela Airport,Nummela,Finland,\N,EFNU,60.33390045,24.29640007,367,2,E,Europe/Helsinki
443,Oulu Airport,Oulu,Finland,OUL,EFOU,64.93009949,25.35460091,47,2,E,Europe/Helsinki
444,Piikajarvi Airport,Piikajarvi,Finland,\N,EFPI,61.24560165,22.19339943,148,2,E,Europe/Helsinki
445,Pori Airport,Pori,Finland,POR,EFPO,61.46170044,21.79999924,44,2,E,Europe/Helsinki
446,Pudasj?rvi Airport,Pudasjarvi,Finland,\N,EFPU,65.40219879,26.94689941,397,2,E,Europe/Helsinki
447,Pyh?salmi Airport,Pyhasalmi,Finland,\N,EFPY,63.73189926,25.92630005,528,2,E,Europe/Helsinki
